Order_ID,Customer_Name,Region,Product,Sales,Quantity,Discount,Order_Date,Category
ORD1385, Anthony Ortiz ,south,laptop,13616.91,5,,05/07/2025,Electronics
ORD1386, Cole Sanchez ,West,tablet,,,0.26,,Electronics
ORD1387, Jessica Lee , EAST ,,21117.82,,,2026-02-21,Electronics
,Alexandria Bradley, EAST ,keyboard,16678.17,7,0.3,14/04/2025,Accessories
ORD1389,,south,monitor,,9,,,Electronics
ORD1390,REBECCA HUNTER,West,tablet,24649.12,,0.21,2026-03-28,Electronics
ORD1391, Kim Marshall ,South,Keyboard,20972.31,4,0.14,04-20-2025,Accessories
ORD1392,,north ,mouse,22302.94,4,0.3,2025-10-01,Accessories
ORD1393,SANDRA CARTER,north ,tablet,43503.24,2,0.18,09-04-2025,Electronics
,MICHAEL KELLY,south,MOUSE,27665.6,,0.36,02-25-2026,Accessories
ORD1395, Amanda Ali ,south,MOUSE,3127.72,,,2025-12-14,Accessories
ORD1396,,south,,35629.6,,0.04,,Electronics
,Monica Fischer,North,printer,15593.91,7,,04-04-2026,Office
ORD1398,JAMES COBB,north ,TABLET,31476.72,9,,,Electronics
ORD1399,Richard Nguyen,South,,,4,,04-10-2026,Electronics
ORD1400,,north ,printer,,3,0.28,,Office
,ELIZABETH GEORGE, EAST ,Mouse,28088.34,3,,,Accessories
ORD1402,,South,MONITOR,8021.87,,0.25,08/08/2025,Electronics
,Samantha Bennett, EAST ,Mouse,,,0.26,,Accessories
ORD1404,JOANN SPARKS DVM,south,monitor,11700.52,5,0.3,10/03/2026,Electronics
ORD1405,,north ,,34549.2,7,,01-18-2026,Electronics
,Megan Heath,north ,Monitor,22854.67,,0.16,,Electronics
,Crystal Pierce,south,PRINTER,44277.68,3,0.12,22/03/2026,Office
,,North,Monitor,,3,,2025-04-18,Electronics
ORD1409,LAURA VARGAS,West,Mouse,,3,,03-05-2026,Accessories
,,South,laptop,19244.59,,0.35,19/06/2025,Electronics
,Shelly Kelly,West,MOUSE,38547.21,5,0.36,2025-10-05,Accessories
ORD1412,Randy Warren,West,,42842.85,10,,,Office
ORD1413,James Tapia,north ,Monitor,,9,0.07,08-01-2025,Electronics
ORD1414,Shane Young MD,South,LAPTOP,16890.0,7,0.27,,Electronics
, Nicholas Shannon ,North,Tablet,16479.68,,,13/05/2025,Electronics
, Kristen Livingston , EAST ,,,,0.29,,Electronics
, Victoria Garcia ,West,TABLET,,,,,Electronics
,NANCY LOPEZ,South,MOUSE,48973.25,,,,Accessories
ORD1419, Sheila Rodriguez ,north ,laptop,10458.76,2,,2025-07-05,Electronics
, Brent Ballard , EAST ,,36357.63,4,,,Electronics
,KIMBERLY HARRIS,West,laptop,,8,0.37,08-25-2025,Electronics
, Lauren Mcbride ,north ,Printer,34431.92,3,,,Office
,PAUL BROWN,north ,,6283.81,1,,09/11/2025,Electronics
ORD1424, Isaac Wilson ,south,KEYBOARD,9163.13,2,,19/09/2025,Accessories
ORD1425,,South,MOUSE,38888.89,9,,,Accessories
,Richard Norton,North,TABLET,,6,0.36,06-03-2025,Electronics
, Julie Thomas ,South,laptop,10031.01,6,,09/05/2025,Electronics
ORD1428,Angel Jones,North,Mouse,17840.75,,0.32,29/06/2025,Accessories
ORD1429, Whitney Atkinson ,north ,,,2,,,Electronics
,,north ,MOUSE,,2,0.23,,Accessories
ORD1431, Christian Marshall ,South,,23792.02,5,,11-02-2025,Electronics
ORD1432,Xavier Savage,North,,6087.91,,0.23,,Electronics
ORD1433, Lisa Reed ,north ,Tablet,26870.91,10,0.25,,Electronics
ORD1434, Nancy Boyd ,south,,22050.01,9,0.27,,Electronics
,, EAST ,Laptop,9220.61,2,,07-25-2025,Electronics
,Michael Johnson,North,monitor,,,,,Electronics
,,south,printer,,,,2025-06-22,Office
ORD1438,,south,PRINTER,3589.32,9,,2025-09-29,Office
ORD1439,,South,MOUSE,20598.62,,0.07,16/10/2025,Accessories
ORD1440, David Wright ,West,printer,14779.31,3,0.26,,Office
ORD1441,ELIZABETH HART,North,tablet,21084.85,,,,Electronics
ORD1442,SHERRI MOORE,south,,,9,,2025-12-18,Electronics
,,South,LAPTOP,,,,,Electronics
ORD1444,Danielle Snyder,south,,,,0.12,12-29-2025,Office
ORD1445,,West,,16909.94,5,,04-20-2025,Office
,,north ,laptop,32987.83,1,0.19,2025-09-18,Electronics
ORD1447,RAYMOND PRICE,north ,KEYBOARD,,2,0.36,,Accessories
ORD1448, Joshua Barron ,South,keyboard,24503.47,6,0.24,,Accessories
ORD1449,SHAWN JONES,South,,,,0.11,2025-08-08,Electronics
ORD1450,,West,MOUSE,,,,08-21-2025,Accessories
,,North,MOUSE,,,0.38,02-20-2026,Accessories
, Mrs. Lisa Mendoza , EAST ,MONITOR,,7,0.31,26/01/2026,Electronics
ORD1453,SEAN HAMPTON, EAST ,Printer,33803.69,,,08-02-2025,Office
, Carlos Pugh , EAST ,mouse,2185.07,,0.26,2025-12-15,Accessories
ORD1455,,South,printer,34934.85,,,06-09-2025,Office
, Stephen Snyder , EAST ,monitor,39146.2,7,,06-03-2025,Electronics
ORD1457,Dustin Marshall,West,mouse,9332.89,,0.31,2025-04-18,Accessories
, Carla Pope ,North,Monitor,28781.56,1,0.06,2025-12-23,Electronics
ORD1459, Jessica Pace ,south,TABLET,,8,0.16,29/04/2025,Electronics
ORD1460,,North,LAPTOP,17005.27,,,2026-01-06,Electronics
ORD1461,JONATHON VALDEZ,south,Monitor,33206.34,,,2025-07-21,Electronics
ORD1462,KATHERINE JOHNSON,south,Tablet,,8,,,Electronics
ORD1463,Amber Ali,North,PRINTER,3274.7,7,,12/01/2026,Office
,HENRY HARRIS,North,Tablet,36905.26,8,0.1,2025-07-01,Electronics
,Jeffrey Barker, EAST ,Mouse,,2,0.2,2025-07-18,Accessories
ORD1466, Sara Lopez ,South,,,3,0.33,2025-12-17,Accessories
ORD1467, Harry Torres ,North,Printer,14057.72,6,0.18,19/12/2025,Office
,,south,Laptop,44041.53,,,,Electronics
ORD1469,NICOLE ROMERO,south,tablet,26392.8,,0.28,,Electronics
ORD1470, Mark Hall , EAST ,,726.22,,0.14,,Office
,SHARON MEADOWS, EAST ,Tablet,,8,0.06,2026-02-27,Electronics
ORD1472, Monica Harris ,south,,31032.56,,0.02,31/08/2025,Electronics
ORD1473,Daniel May,North,laptop,29838.98,,,19/07/2025,Electronics
ORD1474,KENNETH STRICKLAND,North,laptop,43559.37,2,0.23,,Electronics
ORD1475,,south,,18987.51,6,0.13,2025-10-29,Accessories
ORD1476,Tony Hardy,West,,21202.08,5,0.32,30/09/2025,Accessories
ORD1477,,south,,,7,0.13,27/05/2025,Electronics
ORD1478,,North,Printer,,,0.16,,Office
ORD1479,Jennifer Graham,north ,Monitor,34811.41,6,0.1,2025-09-25,Electronics
, Christopher Farmer ,south,,42967.14,8,,14/05/2025,Electronics
,,South,Keyboard,,6,,09/11/2025,Accessories
ORD1482, Anthony Webb ,South,Tablet,45545.2,2,0.15,05-31-2025,Electronics
ORD1483,Rodney Hoover,north ,keyboard,,,0.38,09/08/2025,Accessories
ORD1484, Benjamin Torres ,north ,,3636.77,,0.21,,Accessories
, Mary Brown ,West,TABLET,40095.24,4,0.03,07-07-2025,Electronics
ORD1486,MADISON BELL, EAST ,Laptop,35005.56,1,0.17,,Electronics
ORD1487,,South,Keyboard,14930.08,6,,,Accessories
,,West,PRINTER,44964.96,3,,2025-07-23,Office
ORD1489, Daniel Herrera ,West,mouse,,5,0.34,11/12/2025,Accessories
ORD1490,Michael Rosario, EAST ,mouse,22323.99,,,10/07/2025,Accessories
ORD1491,PAMELA WILLIAMS,north ,KEYBOARD,1733.8,8,,02-24-2026,Accessories
ORD1492,DR. KAYLA PAYNE,north ,,6059.62,,,2026-01-13,Electronics
,JOSEPH VALDEZ,West,MONITOR,,,,11/09/2025,Electronics
ORD1494,,South,Laptop,20023.97,,0.2,04-17-2025,Electronics
ORD1495,, EAST ,,14590.19,,,,Electronics
ORD1496,AMY PHILLIPS,South,,,10,,10-21-2025,Electronics
,,North,Laptop,45763.32,9,0.28,04/01/2026,Electronics
ORD1498, Angela Tran ,north ,,,,0.3,2026-04-09,Accessories
ORD1499, Kelly Summers , EAST ,,33462.72,3,0.36,2025-10-22,Electronics
ORD1500,,North,LAPTOP,28495.94,2,0.21,06-10-2025,Electronics
,Kyle Arnold,south,MOUSE,34817.51,1,,2026-02-09,Accessories
ORD1502,Edward Allen,north ,keyboard,38438.9,,,05-17-2025,Accessories
, Edward Sullivan ,North,KEYBOARD,,6,0.16,2025-05-11,Accessories
ORD1504,MATTHEW JOHNSON,south,Mouse,21158.64,1,,06/10/2025,Accessories
, Kyle Jones DDS ,south,MONITOR,1923.6,,0.09,27/07/2025,Electronics
ORD1506,,South,Mouse,38847.27,1,0.01,,Accessories
ORD1507,Sheila Luna,North,LAPTOP,33545.53,,0.36,04-28-2025,Electronics
ORD1508,JASON KRUEGER,South,LAPTOP,47465.18,9,0.2,2025-09-09,Electronics
ORD1509,JOSEPH MERCADO,South,printer,,1,,07-08-2025,Office
,ASHLEY CARTER,West,Tablet,18063.71,,0.09,12-13-2025,Electronics
ORD1511,Christina Brown,north ,laptop,18381.9,9,0.13,,Electronics
ORD1512, Wendy Wilkins ,South,,20660.47,2,,16/05/2025,Accessories
,,South,Laptop,,2,0.16,02/04/2026,Electronics
ORD1514,RICHARD ROBBINS, EAST ,laptop,29950.56,,,,Electronics
ORD1515,,West,KEYBOARD,7795.02,8,0.09,2025-08-27,Accessories
,Miss Christy Vargas,North,,48617.59,10,0.12,2025-10-18,Electronics
,,West,tablet,,9,0.32,2025-04-27,Electronics
ORD1518,,West,MONITOR,42717.28,,,08/07/2025,Electronics
ORD1519,MICHAEL MORRIS, EAST ,,,,,,Electronics
ORD1520,Mr. Jake Hamilton,West,PRINTER,,5,0.02,08/04/2026,Office
ORD1521,Julia Miles,South,KEYBOARD,21693.34,7,0.26,30/01/2026,Accessories
ORD1522,Christopher Lopez,South,Tablet,43512.53,9,,,Electronics
ORD1523,,north ,Keyboard,19198.01,6,0.32,06/05/2025,Accessories
ORD1524, Patricia Payne ,south,KEYBOARD,22081.56,2,0.11,06-08-2025,Accessories
ORD1525,DENISE DANIEL,north ,Printer,,6,,,Office
ORD1526,Brian Moore,South,MOUSE,,9,,,Accessories
,BREANNA CLARK,North,tablet,,,,2025-08-06,Electronics
ORD1528, Jack Shaw ,West,printer,37448.46,7,0.34,24/11/2025,Office
ORD1529, Allen Lindsey ,South,monitor,30261.0,4,0.08,01-14-2026,Electronics
ORD1530,,West,Monitor,10498.53,,0.22,,Electronics
ORD1531,Nathaniel Mcclure, EAST ,LAPTOP,45078.46,2,0.38,29/05/2025,Electronics
,Lisa Farley,north ,LAPTOP,,6,,09/12/2025,Electronics
ORD1533,JULIE STEWART,North,monitor,14090.09,5,,2025-05-08,Electronics
,,West,keyboard,48184.11,,,2025-09-20,Accessories
,Amber Parker,South,Tablet,34688.78,9,,2026-03-07,Electronics
ORD1536,,West,Printer,19952.29,5,0.12,,Office
ORD1537,,North,TABLET,41248.29,7,0.29,07/12/2025,Electronics
ORD1538,Amy Powell, EAST ,,,,0.01,27/06/2025,Electronics
ORD1539,TIMOTHY PETERS,North,,,2,0.1,,Electronics
ORD1540,,South,keyboard,34529.61,5,0.17,,Accessories
,MONICA JOHNSON,North,Monitor,,2,0.08,2026-04-14,Electronics
,,north ,MONITOR,7887.93,10,,,Electronics
ORD1543,Shannon Summers,south,tablet,43165.87,8,0.05,03/04/2026,Electronics
,RODNEY ANDERSON,West,keyboard,7724.17,,0.18,01-19-2026,Accessories
,,North,Printer,,,,10-11-2025,Office
ORD1546,Elaine Lopez,North,LAPTOP,23811.15,,0.3,2025-09-17,Electronics
,, EAST ,,,1,,08-16-2025,Accessories
ORD1548,Keith Reyes, EAST ,,7518.89,8,,01-01-2026,Electronics
, Kristin Austin ,north ,KEYBOARD,,,,2025-07-01,Accessories
ORD1195, Dwayne Mckay ,West,Printer,34989.78,2,0.32,2025-09-29,Office
ORD1079,Brian Morgan, EAST ,Laptop,,10,,2025-08-04,Electronics
, Christopher Farmer ,south,,42967.14,8,,14/05/2025,Electronics
ORD1109, Matthew Olsen ,south,laptop,17415.75,4,0.03,2026-04-07,Electronics
ORD1522,Christopher Lopez,South,Tablet,43512.53,9,,,Electronics
,Lisa Farley,north ,LAPTOP,,6,,09/12/2025,Electronics
ORD1084,CESAR REYES,north ,keyboard,3896.2,10,0.13,2026-03-03,Accessories
ORD1368,JACOB JONES,south,PRINTER,40953.91,7,0.1,10/05/2025,Office
,ERIKA MARTINEZ, EAST ,KEYBOARD,,9,0.25,12/12/2025,Accessories
ORD1364,Dustin Walsh,West,mouse,,,,,Accessories
ORD1184, Jason Mcdowell , EAST ,Keyboard,9775.89,,0.16,2025-11-10,Accessories
ORD1010, Patricia Jackson ,South,printer,,,0.13,2025-05-31,Office
, Anthony Berg ,West,MONITOR,44995.97,5,,01-05-2026,Electronics
ORD1220,Erin Prince,South,tablet,,,0.13,07-03-2025,Electronics
ORD1278,,North,mouse,11603.91,,,2025-07-18,Accessories
,Karen Blanchard,West,,,4,0.18,12-14-2025,Electronics
ORD1382,RICHARD TATE,north ,,,6,,04-05-2026,Office
ORD1006,, EAST ,Laptop,,,,01/06/2025,Electronics
ORD1218, Darren White , EAST ,printer,42029.18,,,2025-07-27,Office
ORD1448, Joshua Barron ,South,keyboard,24503.47,6,0.24,,Accessories
ORD1396,,south,,35629.6,,0.04,,Electronics
ORD1167,,West,printer,,8,0.12,,Office
,,south,Laptop,44041.53,,,,Electronics
ORD1172,MITCHELL BAXTER,South,monitor,,7,,10/10/2025,Electronics
ORD1081,,North,Laptop,27108.56,,,08/01/2026,Electronics
